Text	Complexity Score
What Greek rock performer was a member of The Dots and producer for American hardcore punk band Bad Brains?	0.28
Toshiba and Raimund Marasigan both do what for their band that they are in?	0.21
Himalchuli and Skil Brum are both what?	0.09
Which movie is more artistic, Garfield's Pet Force or Metropia?	0.12
What sports show is the woman who hosts a competition show alongside Tom Bergeron a sideline reporter for?	0.21
When the winter storm hit Texas Tower 4, what was the 646th Radar Squadron's role?	0.21
In which city is the University that Gordon Chiarot attended?	0.16
"Who appeared in both ""The Ace in the Hole"" and ""The Lion and the Horse""?"	0.14
What type of nation from Khemri was feautred in the Warhammer Fantasy Tabletop Wargame that was produced by Games Workshop ltd?	0.19
Are Julio Cortázar and Edward Abbey both American essayists?	0.09
What is the death date of this German composer and musician of the Baroque period, who had a cantana of his recorded by Midori Suzuki?	0.3
Which magazine prvides information on nurtrion, Prevention or Bloomberg Businessweek?	0.12
"Were the films ""Holes"" and ""One Magic Christmas"" released in different years?"	0.19
Did both Stephen P. Mugar and Avie Tevanian work in a high leadership capacity at a large firm?	0.21
The Grandma of Lucius Antonius was the elder sister of which Emperor?	0.14
Are Lodger and Halestorm both hard rock bands?	0.12
"""The Hanging Garden"" is a song from an album released on which day?"	0.12
What county is the the headquarters of NeuLion located in?	0.07
Which company deals with the highest number of Natural Resources Pioneer Natural Resources or TransDigm Group:?	0.14
"Robert Rodriguez directed the movie ""Planet Terror"", which was released as a double feature along with Quentin Tarantino's ""Death Proof"" under what title?"	0.28
Which astronaut was born first, Christer Fuglesang or Philippe Perrin?	0.12
Who is Bryan Lloyd Danielson's teammate in in WWE professional wrestling's Team Hell No?	0.21
What small village is located approximately 2 miles from a village and civil parish in the East Lindsey district of Lincolnshire, England?	0.26
What company was headed by Johnny Adair and had Alan McCullough serve as military commander?	0.19
"Which fashion trend are the stars of ""The Simple Life"" known for wearing?"	0.14
What relationship does Stevie Mann have to an Irish singer-songwriter born in 1973?	0.21
"Which album by American jazz trumpeter Kenny Dorham, features songs from the musical that includes ""Ol' Man River"", ""Make Believe"", and ""Can't Help Lovin' Dat Man""?"	0.42
Are Moby and Pierre Bouvier both American musicians?	0.14
"The singer who released the single ""Treat Me Like Fire"" (2012) was born in what year?"	0.23
What inhabited island hosts the flowering shrub known as the Osteomeles anthyllidifolia?	0.16
Are Philip José Farmer and Raymond Chandler both from the same country?	0.14
Who wrote the screen play for the opening night film at the 2013 Deauville American Film Festival?	0.19
What were the earliest settlements on the island affected by Hurricane Dot in 1959?	0.16
Who was the husband of the actress that co-starred with Dan Hedaya in The Tortellis sitcom?	0.16
What fighter nicknamed the Mandingo Warrior was coached by Ann Wolfe?	0.12
Heinrich Karl Ludwig de Herault's father was killed at the battle that included which deposed English king?	0.26
"Which Canadian actress starring in the television series ""Andromeda"" starred with Steve Austin and Michael Jai White in Tactical Force?"	0.23
What song features rapper Makonnen Sheran on Carnage's debut album?	0.16
Drive Setup allows formatting in what Apple file system?	0.12
What is the nickname of the current host of Football Sunday on ESPN Radio?	0.16
Which magazine is published in more countried, Womankind or Rabotnitsa?	0.12
Which film was produced first, The Monkey's Uncle or The Legend of Lobo?	0.16
Which city has a larger population, Wafangdian or Danyang, Jiangsu?	0.14
The Chinese film 20 Once Again is a remake of which 2014 South Korean comedy?	0.23
What city is the university located that Ungku Abdul Aziz was the Vice-Chancellor of from 1968-1988?	0.14
Which film, based on a non-fiction book, did Lindsey Lohan both act and provided songs for the soundtrack?	0.26
What was the former name of the sponsor of the 1987 Daily Mirror Greyhound Derby?	0.12
Which principality did the man, after which Ranier III Nautical Stadium is named, rule?	0.14
What is the population of the community where Safe House Records is located?	0.14
Which is a prefecture-level city, Shulan or Zunyi?	0.14
The Nose is Shostakovich's first opera, based on a story of the same name by a Russian dramatist of what origin?	0.26
What river is near the Crichton Collegiate Church?	0.07
When was the American fraudster and a former stockbroker born who had the largest fraud exposure to Fairfield Greenwich Group?	0.3
Juan Carlos Moreno Rojo plays for a team that plays in which league?	0.14
In regards to the Mexican American country music artist who signed with Columbia Nashville in 1993, what was his only number one single on the Billboard Hot Country Singles & Tracks chart?	0.42
What area of mathematics did both Lev Schnirelmann and Yuri Linnik work on?	0.14
"What American Wrestling Association wrestler was known by his ring name ""The Fish""?"	0.14
What heavyweight world champion boxer appeared on Le Noche del 10?	0.16
Where is the Wish Way found in the twentieth book of the Oz series?	0.16
What year was the British TV show that featured an English actor, singer, and model, released?	0.21
Space is an album by American jazz group the Modern Jazz Quartet released on a label founded in what year?	0.23
What region serviced by WHNS had a population of 1,409,582 as of 2014?	0.16
What Canadian businessman has a net worth of over four billion dollars and chairs a company that operates Rexall pharmacies?	0.28
Between Rod Evans and Robin Zander, which musician has broader experience with musical instruments?	0.19
The Talisman Ring is a historical romance novel set in an era where all kings had wht name?	0.23
Dwayne Provo is what to Evander Kane?	0.09
Interstate 80 crosses San Francisco at an edifice that carries how many vehicles?	0.21
Which of the actor starred in The Killing of a Chinese Bookie died on February 3, 2012?	0.19
The 2012-13 Boston Celtics season marked the end of a player's era in Boston that also won what honor in 1995?	0.26
The song that Wild Man Blues is named after has been attributed to the trumpeter nicknamed Satchmo and who else?	0.23
Where was the star of Ken Annakin's 1956 British comedy born?	0.16
Between Ben Folds Five and Ra Ra Riot, which band has more members?	0.16
Where did one of the advocates of the cobordism hypothesis teach mathematics?	0.16
The book Medicine River was adapted into a movie that starred what Canadian-born Metis actor and singer who was the Chancellor of Trent University from 2009 until 2013?	0.35
James Paris Lee is best known for investing the Lee-Metford rifle and another rifle often referred to by what acronymn?	0.23
Which composer worked closely with both Joseph Sonnleithner and Luigi Cherubini both in personal and professional capacities?	0.23
"What are ""Firewater"" Ecuadorian rums made from?"	0.09
Which brother of José Treviño Morales was born on 18 November 1970?	0.09
Are both John F. Kennedy International Airport and Sioux Gateway Airport located in North America?	0.14
Which worldwide one-percenter motorcycle club was Sonny Barger a founding member of in Oakland, California?	0.21
Are the University of Alaska Fairbanks and University of Lahore located in different continents?	0.19
Who was born first Bruno Mattei or Hisham Zreiq?	0.12
Who manages the Vancouver shopping mall to which CHDL provides heat?	0.19
Klaus J. Behrendt starred in a police series which was developed by whom?	0.16
When was the author of the novel about fictional astronauts John Mason and Larry Carter born?	0.19
Who was the English songwriter Quincy Jones and Lionel Richie teamed up with to write a song for the move The Color Purple?	0.21
What county is Mississippi Valley State University located in?	0.05
In 1932, Stanley Woods run a famous race with an average speed of 77.16 mi/h that was watched by what man who was the fourth son of George V?	0.4
Who plays the other star role alongside Meg Ryan in Joe Versus the Volcano?	0.19
Where is the club that Berk İsmail Ünsal plays for based?	0.16
Brent Michael Davids is a member of a tribe of people who originally settled in what valley?	0.19
The Infinix Note 3 was produced by a company with a similar name, based in this territory near China.?	0.23
In Irish and Scottish mythology, Uathach was the daughter of a warrior woman associated with which Isle?	0.23
"How tall is Robert ""Bob"" Schrijber's most famous student?"	0.19
"The duo who created ""The Bedsit Tapes"" came to prominence in what decade?"	0.16
I-90 crosses the Continental Divide over a mountain pass that sits on the border between which two counties?	0.23
What city has a population approaching 21,000 and had a peaceful protest against corporate greed?	0.23
Allan Reginald McEvey was the Curator of Ornithology at which cultural history museum?	0.16
What is the formal name of the university from which Jole Bovio Marconi graduated?	0.16
Michael Abu Sakara Foster is the candidate from the party based on the ideas of which first President of Ghana?	0.19
Are Return to Never Land and Fun and Fancy Free both live-action animated features?	0.21
Who is older, Dick Harris or Stockwell Day?	0.09
Which South Korean mid-size car is one of the Nissan Altima's largest competitors?	0.21
Name an award that was given to one of the singers of the film Young Malang who belongs to the Patiala Gharana lineage.?	0.26
What is the population (as of 2016) of Adam Dale's hometown?	0.12
What genre does Katherine Pulaski and Professor Moriarty have in common?	0.14
Which long-serving Australian politician and Attorney-General stepped down from his seat at Berowra in 2016, after endorsing Julian Leeser as his successor?	0.35
Were the films Escape to Witch Mountain and The Barefoot Executive both produced by Walt Disney Productions?	0.19
Who did Carolina Panther play against that led to the nickname No Fly Zone?	0.19
Who directed the 2013 South Korean spy action thriller film which Ha Jung-woo showcased his versatility on?	0.3
Which project will create more buildings, One Manhattan Square or 80 Flatbush?	0.12
Ravenscroft lies on a plateau that goes through which US states?	0.16
Pokémon and Pokémon Tetris are a series of video games developed by whom?	0.16
Phyllis Dalton did work on a 1993 British romantic film based on whose work?	0.19
Which opened first The Mills at Jersey Gardens or Woodbury Common Premium Outlets?	0.14
What novel was published in seven parts between 1913 and 1927 and was adapted into a musical that ran Off-Broadway in 2003?	0.26
Are Li Na and Matt Lucena both American tennis players?	0.14
Petters Group Worldwide had assents in an airline headquartered in what Minnesota town?	0.14
Who helped more to define literary journalism, Buckminster Fuller or Gay Talese?	0.16
Are Nangpai Gosum and Noshaq in the same mountain range?	0.14
Of Adnan Akmal and Kamran Akmal, what is the birthdate of the older person?	0.14
Who was Christopher Carlson that lived at Chase Ranch?	0.12
Which is a genus of palms, Zinnia or Butia?	0.09
What British tennis player from Scotland became the first player since Andre Agassi to successfully defend the 2010 Rogers Cup – Men's Singles?	0.3
Who was the actor who founded the Praja Rajyam Party who made their debut in the 1978 film Punadhirallu?	0.26
"When was the rapper who made '97 Bonnie & Clyde"" born?"	0.19
Adina Howard sung a song written by which American singer-songwriter nominated for the Academy Award for Best Supporting Actor in 2004?	0.28
Jacqueline Gareau was awarded the victory at the 1980 Boston Marathon when which Cuban-American runner was disqualified?	0.23
Who is this English professional footballer for Manchester United and the England national team, who won the Premier League, FA Cup, UEFA Champions League, League Cup, UEFA Europa League and FIFA Club World Cup?	0.28
What type of movie does The Living Desert and The Saved have in common?	0.16
How far is the city that the Texas Legends are in from Dallas/ Fort Worth International Airport?	0.19
"Which of the following is known for directing ""Die Another Day"": Lee Tamahori or Terry Zwigoff?"	0.19
Between YINSH and Mikado, which game is older?	0.12
"Who was the third member of the trio that ""The Professor"" a part of on the Atlanta Braves with John Smoltz?"	0.16
Where is the lab that is connected to artists by the Human Digital Orchestra located?	0.19
In which year was the first of the vampire-themed fantasy romance novels for which The Twilight Saga: The Official Illustrated Guide serves as a spin-off encyclopedic reference book first published?	0.4
Ninja Tuna is the fourth studio album by a DJ born in which year?	0.16
Are Cane Corso and Huntaway both European dog breeds?	0.12
Ogre is based on a tabletop game by a designer of what ethnicity?	0.14
What is the name of the well-known American fur trader and politician during Minnesota's territorial era and the Civil War?	0.28
Where was Royal Military Academy and Royal Air Force College based?	0.12
Gospel Greats is a compilation album of the singer who sings in what genre?	0.16
Willem Frederik count of Bylandt commanded a Belgian-Dutch infantry brigade in a battle that took place on what date?	0.28
When is the American actor who was the son of Margaret Pellegrini born?	0.19
Are both Modesto City–County Airport and St. Mary's Airport located in the United States?	0.16
Jeanette MacDonald and Maurice Chevalier famously made many films in the 1930s. In which one did she play a princess?	0.16
"How many novels did Cecelia Ahern write before ""Where Rainbows End,"" a book made adapted into the movie ""Love, Rosie""?"	0.33
What does Rush Limbaugh do as his occupation?	0.14
The Swiss agribusiness that owns the Minnesota Northrup-King seed company was formed in 2000 by a merger of Zeneca and which other corporation?	0.3
Jocelyn Moorhouse directed the 1997 drama film starring which actor?	0.14
"What is a sequel to a movie with Drake Bell based on ""The Fairly OddParents""?"	0.14
Which High School stadium was built as part of a series of federal programs, in response to the Great Depression?	0.19
"What British philosopher, logician, mathematician, historian, writer, social critic, political activist and Nobel laureate was featured in the English literary periodical called ""Everyman""?"	0.26
What type of school was named after a professor that fostered the development of alternating current that made possible the expansion of the electric power industry in the US?	0.4
What football team represented the University of Oklahoma and was featured as #11 (BCS ranked) on the The 80th annual Sugar Bowl?	0.28
Are Bidens and Browningia both types of barbed plants?	0.09
In what War was Prince Christoph of Hesse accidentally killed?	0.14
"The eight part British television series ""Rhodes"" is based on the life of a man who was Prime Minister of what then-British colony?"	0.3
"Who is the producer of a 1987 film that was loosely adapted by the Indian Hindi romantic comedy ""Ek Ladka Ek Ladki""?"	0.26
"What is the name of the rapper known as iLoveMakonnen known for his song ""Tuesday""?"	0.21
"What is Mikael Blomkvist's profession in ""The Girl in the Spider's Web""?"	0.14
"What is the year of the birth of the male English actor and presenter who was featured in the third and final series of the Springheel Saga, ""The Secret Of Springheel'd Jack""?"	0.37
Where is the monument of an American five-star general and Field Marshal of the Philippine Army located?	0.21
Aldrich Ames is serving a life sentence at which prison for male inmates in Indiana?	0.21
Ulrich Wegener was a founding member of a counter-terrorist force that is a tactical unit of what police force?	0.26
What FA Trophy final was the 44th final where Grimsby Town was beaten?	0.14
Did Sacha Guitry and Alexander Mackendrick ever star in a play together?	0.14
The person named NBA Finals MVP for the second time in the 1986 NBA Playoffs retired as a player for what team?	0.21
Lyon Creek is found in the Kansas county with a 2010 population of what?	0.12
What top prospect born in 1992 was introduced the same day as the official team mascot of Major League Baseball's Chicago Cubs?	0.28
Gulfstream International Airlines later became a regional carrier based out of what airport?	0.14
Who is the retired professional basketball player and businessman who came out of his retirement and returned to play for the Blazers?	0.28
"What actor from ""The Sopranos"" also starred in an action film with Jet Li and Aaliyah?"	0.19
An American National Park located in the U.S. state of Hawaii is home to one of the world's most active volcanoes, and lets visitors explore what site?	0.35
Did both Porno for Pyros and Pupil have four members?	0.12
What is the name of the band that sang Numb during their 1992 to 1993 Zoo TV concert tour?	0.26
The NASA space radiation Laboratory and the National Weather Service weather forecast office are both located in what part of New York?	0.23
Development of Substitute Materials was otherwise known as?	0.09
What novel did an author who was featured in the Voices of Ghana and later became a journalist write?	0.23
The G. Heileman Brewing Company was acquired by Pabst Brewing Company through the purchase of what company?	0.12
What was the score of the National Football League (NFL)'s champion Green Bay Packers first overall Super Bowl victory since the Orange Bowl?	0.26
Trent Cotchin was a player in the sport that plays on what shaped field?	0.16
What movie starring Dev Patel was based on an Austalian novel?	0.14
Jane's WWII Fighters is a game that includes the third most successful fighter ace in history, who attained what rank?	0.33
Which author has won a Nobel Prize for Literature, Peter Carey or José Echegaray?	0.12
"""Pour It Up,"" a song by Rihanna, was featured on an album that was released in what month?"	0.21
"Who were the members of the band that performed the song ""Junior's Farm""?"	0.19
Does Nicolas Mahut or Elena Bovina have the highest career singles world ranking?	0.21
Which of these Egyptians was a real person, Nefermaat or Bastet?	0.14
In what year did the Majority Leader who appointed Nancy Erickson retire?	0.16
Kansas State University and The University of Debrecen are continents apart but share what historical title based on there immediate geography?	0.28
Snow White Grotto and Cinderella Castle are both attractions at which Disneyland?	0.14
The Old Post Office Block is situated between the stage production venue at 76-96 Hanover Street and which other building?	0.21
What was the first name of the person who recorded the size of the Brigantia territory in the 2nd century AD?	0.26
Q: Whivh Italian-Austrailian man born on August 6, 1955 was known as a close associate of ALphonse Gangitano?	0.28
What occurred first, the Battle of Stadtlohn or the birth of Johann Tserclaes?	0.16
Taxi 4 is a 2007 French comedy film that featured which French footballer who plays for Swiss club Yverdon?	0.3
Where is the mosque where De'Montmorency College of Dentistry: is situated next to located?	0.21
"What kind of imitation does Let Your Dim Light Shine and ""Weird Al"" Yankovic have in common?"	0.26
The 99th Range Group is an inactive United States Air Force (USAF) unit that was responsible for military training area that includes what?	0.35
Honor the Earth participated in protests about land near what reservation?	0.14
The Phelps-A-Thon was a pro-LGBT group that counteracted the message of Fred Phelps, an American Baptist minister. He believed the deaths of homosexuals was the result of God's hatred of America's what?	0.28
What chairman of the Senate Foreign Relations Committee inspired songs on the studio album Social Studies?	0.16
George Drouillard was an interpreter in an expedition which also utilized a specially-established unit of which United States miltary branch?	0.33
"What artist has sold over 100 million records worldwide and also created an album that included ""Every picture tells a story""?"	0.28
The person Canteen Boy has said in passing that he very much admires appeared on the covers of what magazines?	0.26
Empire Honorary Awards are designated by the magazine published by which company?	0.12
Considering the Porsche 928 and Porsche Cayenne. Which of the two vehicles was exclusively manufactured before the 21st century?	0.14
Are Ceratophyllum and Saguaro both plant genus?	0.09
ESL Music was founded by Rob Garza and what American heir, hotelier, and philanthropist?	0.14
Can the Primula and Goldenrod genera both be found in South America?	0.14
Argyll's Rising was to overthrow what king who was the last Roman Catholic monarch of England, Scotland, and Ireland?	0.3
"""Starry Eyed Surprise"" is a song featuring vocals by an American music artist who is the front man of what kind of band?"	0.28
Al Franken's 2008 United States Senate election opponent had previously been a member of which political party before becoming a Republican?	0.23
1889–90 Burnley F.C. season had success in what football knockout tournament involving teams from Lancashire, England?	0.23
Which female film director's career spanned more than one film era, Dorothy Arzner or Gurinder Chadha?	0.26
Which George W. Bush cabinet member did Paul Conway once serve under?	0.16
How long was the original flight being commemorated by the Daily Mail Trans-Atlantic Air Race?	0.12
"King Neptune was used to raise money for what escorts for ""Essex""-class aircraft carriers?"	0.21
Which visual art movement involved the director of experimental films starring John Cale?	0.21
Did George Pell first sexually assault a 12 year old boy at a youth camp or become ordained?	0.23
The former Vice-President of the Executive Council in the Second Rudd Ministry established an initiative to raise the profile of Australian wine to the world at what location in 2009?	0.33
What is the release date of the song, by the female artist who studied at CAP21 through New York University's Tisch School of the Arts, that contains a few lines in French?	0.4
"Who is the father of the author whose autobiography is titled ""Stranger Than Fiction""?"	0.19
Which was built first, the Theodosius Cistern or the German Fountain?	0.12
Were Michael Herr and Joseph Brodsky known for their writing?	0.12
Which film is a sequel, The Fox and the Hound or Return to Never Land?	0.16
Shelley Hennig starred in the 2014 American supernatural horror film directed by whom?	0.19
"What 2012 award was won by the writer of the ""Smile"" episode of the ""Doctor Who"" television series?"	0.21
Where is the online company founded in 1999 by Nick Swinmurn based?	0.19
"What what the original, Japanese title of the sequel to the video game ""Iron Tank"", released on the Nintendo Entertainment System?"	0.26
American Whig party politician John Van Dyke died near the confluence of which two rivers?	0.16
In what year was the school whose college music ensemble was the first to conduct a tour abroad founded?	0.28
Since 2009, the Toyota FJ Cruiser has shared many structural underpinnings with what Toyota platform?	0.19
How many records were sold by a male star of the 1962 film version of State Fair?	0.21
Which supreme court ruling contained references to more individual rights, In re Gault or United States v. Jones?	0.28
What color is Cyclopentadienyl nickel nitrosyl?	0.05
What type of casino was first established in 1994, which now hosts poker making as much as 2.4 billion worldwide?	0.35
The county in which Sun River Montana is located is ranked as the what most populous county in Montana?	0.21
"Which artist has Bob Rosa produced for that rose to fame with the release of ""Vision of Love""?"	0.21
"Which film's promotional single ""Defenders of Anarchy"" was recorded by british all-female pop group GIrls Aloud?"	0.28
Marcin Gortat was a second-round draft choice of the Phoenix Suns in in draft that where how many players had filed as early-entry candidates?	0.4
Who is a considered a better tennis player, Martina Navratilova or Jack Sock?	0.16
Are both Cars 2 and Prom animated films?	0.12
Is the 50 West Street tower shorter than the Trump Palace Condominiums?	0.07
John Sackville had a role in what mystery television series on Nickelodeon?	0.16
What is the date of birth of the host of NME Awards 2012?	0.14
Who had a better single career ranking, Rohan Bopanna or Jim Grabb?	0.19
Which is farther west, Monterey Regional Airport or Fort Lauderdale–Hollywood International Airport?	0.14
The Book of Life stars the voices of which American actor and voice actor born on April 13, 1950?	0.26
What Rihanna song appears on Now THat's What I Call Music! 34?	0.23
Which Soviet mathematician was born first Nikolay Bogolyubov or Israel Gelfand?	0.16
Which city is ranked as the ninth-largest city in Maxico and also the city of The Museum of Steel?	0.23
Where did a Dream High actor begin to study broadcasting in 2009?	0.16
In 1017 Gervonta Davis was ranked as the world's sixth best boxer in the division by what magazine owned by Golden Boy Enterprises?	0.26
Which dog breed has a number of different varieties, the Harrier or the Schweizerischer Niederlaufhund?	0.16
What is the birthdate of this American actor, director, screenwriter and producer best known for A Christmas Story and director of Black Christmas?	0.26
What is the name of the neighbor in the surburban neighborhood in South Jersey where the show Adult Swim show Aqua Teen Hunger Force is based who has alot of non-canon deaths?	0.42
The company that took over Robert William Hudson's business was founded in what year?	0.16
Are the Sabueso Español and Galgo Español suitable dogs for domestic pets?	0.14
What is the name of the former infielder who played for the team later called the Washington Nationals?	0.23
Do both the University of Minnesota and Georgetown University have multiple campuses?	0.16
Which has more campuses, Williams College and University of Colorado?	0.14
"What company issued the 2 Chainz album that includes the song ""It's a Vibe""?"	0.19
"The song ""Living Better Now"" is by Eric Marlon Bishop also know as who?"	0.21
True Confessions was a film that was based on the murder case that occurred in what city?	0.23
Founder, Chairman and CEO of SBE Entertainment group, Sam Nazarian is involved in a partnership with what organizer of major dance music festivals?	0.26
Which American actress, producer, director, and former child model born in 1979 does the 2016 American supernatural horror film The Darkness star?	0.33
Lyrnessus had a wife who later became a prize of which Greek hero?	0.21
Before We Ruled The Earth featured what kind of cat?	0.16
Where did Panathinaikos F.C.'s new coach work before?	0.16
Which Swedish author and teacher wrote the 1912 novel Thy Soul Shall Bear Witness!?	0.16
Are both Matty Mullins and Andy Kuntz.from the same country?	0.12
Worker: What are Marsh v. Chambers and Planned Parenthood v. Casey known for being?	0.19
"What is the birthyear of the American composer that borrowed from ""Second Connecticut"" on four occasions and combined American popular and church-music traditions with European art music?"	0.4
Callionymus oxycephalus is a species of dragonet endemic to a seawater inlet of which ocean?	0.21
The Dunes hotel, designed by Maxwell Starkman and directed by Jerome D. Mack, was closed down in what year?	0.16
Which hospital Children's National Medical Center or George Washington University Hospital has more beds?	0.16
Dany “Dany Boy” Kane worked for the Royal Canadian Mounted Police (RCMP) as an informant inside which worldwide one-percenter motorcycle club whose members typically ride Harley-Davidson motorcycles?	0.4
What nationality is the second place winner of the 2001–02 FIS Ski Jumping World Cup?	0.09
Ateletico De Kolkata plays in a league that has how many teams?	0.19
Are Li Yang and Mark Robson both Chinese directors?	0.12
"Which English singer, songwriter, and actress known for her retro and eccenctric style recorded ""Trouble with My Baby""?"	0.3
In 1933, Mott's introduced a product that is consumed in the same manner as Tab Energy. What product was it?	0.21
Division is the fourth studio album by what American alternative metal band that was formed in 1999 in Knoxville, Tennessee?	0.3
"Scott Van Pelt served as the co-host of ""SVP & Russillo"" alongside a journalist born in which US state?"	0.23
Sturmgeschütz III was built on the chassis of a tank developed in Germany in what decade?	0.16
Are The 11th Hour and Calle 54 the same genre of film?	0.12
Are the Salt River Project and North Shore Channel located in the same city?	0.14
When was the Liberian President born who tried to eliminate Roosevelt Johnson?	0.21
Whick track is included in Alexandra Burke's Chridtmas Gift EP?	0.09
Who founded a fast food restaurant and also won a Heisman Trophy?	0.19
Actor, commentator and lawyer David Otunga starred in 2013 thriller The Call. What was his previous career?	0.14
What genre does Telemark and Quickstep have in common?	0.14
Who was drafted into the 2009 NFL Draft, during the he seventy-fourth annual meeting of National Football League (NFL)?	0.21
"Jimmy Mordecai was in the cast of ""Cotton Land"" that performed at The Cotton Club which was located in what city?"	0.23
Frederick Hibbard graduated from which public land-grant university?	0.16
Exeter, birthplace of Henry Sanders, is located in which county in England?	0.14
What is the birth name of the singer who inspired Julie Mintz and is more commonly known as Lana Del Rey?	0.26
What instrument did the famous English musician born in the historic county of Northern England and the largest in the United Kingdom play?	0.26
The AV Idol named Chihiro Hasegawa is most commonly associated with which industry?	0.16
Both Patrik Sjöberg and Javier Sotomayor participate in which sport?	0.12
"When was the American composer whose work was contained in ""Spirit of the American Range"" born?"	0.23
Which horror film was based on a creature sighted around mid 1976 in Cornwall, England?	0.21
What were the people called in Warren County, Ohio that were known for their simple living and furniture?	0.26
The Woman's Bible author presented what at the Seneca Falls Convention in 1848?	0.14
Which game can have more players: Quarto or Risk?	0.16
"When was the American-born former Japanese pop singer born who was debuted in February 2003 and also a belongs to the category of ""Dekichatta kekkon""?"	0.37
Which creative outlet was enjoyed by both Mary Doria Russell and T. E. Lawrence?	0.14
The Olympus E-450 is a DSLR camera made by Olympus Corporation, which is headquartered in which city?	0.19
Are both Olenka and the Autumn Lovers and Empire of the Sun in the music industry?	0.16
What ride at Disney was inspired by an old TV show and also inspired a made for TV movie on the Disney channel?	0.28
The Australian food spread developed by Cyril Percy Callister is considered an acquired taste based on what sense?	0.23
The Chief Secretary to the Treasury is also a member of what political party?	0.14
"""Sal de Mi Piel"" is a song by a woman originally of what nationality?"	0.12
Which industry did Leopoldo Torre Nilsson and Mark Sandrich both work in?	0.12
The Tri-State district includes the Superfund site in what Oklahoma cities?	0.12
Kevin Daniels had a part in the 2004 American drama directed by whom?	0.16
Who is older, Aleksandr Danilovich Aleksandrov or Anatoly Fomenko?	0.09
Who had more occupations, Lewis Mumford or William Carlos Williams?	0.14
What is the name of a festive song with a dance-like character about Mary's happiness?	0.21
When was the Australian screenwriter, producer, director and actor born who screenplay the Saw III?	0.21
Which main character from a DC Retroactive comic posess the ability to think very fast?	0.21
How many acts are there in this play in which Joan Collins made her stage debut?	0.28
Which reserve military force, composed of National Guard military members has Operation Phalanx as program?	0.28
Besides a Pilsner how would one describe the beer served at the brewery range today?	0.26
Which song on MTV Unplugged 1993 live album was originally written by Bruce Springsteen and Patti Smith in 1978?	0.23
The football club FC Nürnberg is loaning Lucas Hufnagel from is based in what city?	0.16
Are Depeche Mode and Creed from the same country?	0.09
Which American fantasy author wrote Night Huntress?	0.12
What state is HInds County in where one of the oldest houses was built in 1839?	0.19
Although Martin Stellman wrote Quadrophenia, who performed it?	0.16
Were Hollywood directors Mike Figgis and Mick Jackson both originally from England?	0.16
"""Motherland"" and ""The Life of Birds"" are both examples are which type of film?"	0.14
Who is older, Butch Carter or Cris Carter?	0.09
The band Antix released an EP in 1984 that was produced by Don Dokken and Jeff Pilson, who are best known for being members of what band?	0.33
An American amateur parachute jumper who reached 123,500 feet with his strato jump, had his record beaten by an Austrian skydiver who is best known for jumping to Earth from a helium balloon on what date?	0.56
Are Taksim Gezi Park and Adam Mickiewicz Museum, Istanbul the same type of attraction?	0.12
What medication sold under the name Adrucil uses the phenomenon of Thymineless death?	0.16
Which attraction located at Disneyland inspired Players to compete in races in, Walt Disney World Quest: Magical Racing Tour?	0.23
Firehouse, Hook & Ladder Company 8 is located in the neighborhood which is a syllabic abbreviation from which saying?	0.21
Nusretiye Mosque and Eski Imaret Mosque are both in which city?	0.12
Which university is located in San Antonio, Texas- Carnegie Mellon University or Trinity University?	0.12
The football club Tomás Conechny plays for is based in what Buenos Aires district?	0.16
Are the bands Ultravox and The Mekons both British?	0.12
Costas Menegakis is a member of a political party colloquially known by what name?	0.16
What language other than English is heard in a Beatles song that was released as the A-side of their eleventh album?	0.28
"During what was did William W. Morris serve in charge of the place that would go on to become a designated National Park in 1925, and a ""National Monument and Historic Shrine"" in 1939?"	0.37
From which US state is the sonic experimental heavy metal band featuring bassist Ryan Martinie?	0.23
Geordie Shore is the British version of the American program that premiered on what date?	0.19
"Who was the director of the 2016 American superhero science fiction-action film in which the actor, who played Aiden in the film ""Teen Spirit"", starred?"	0.35
What daughter of an English actress and a French singer/songwriter appeared in the film Nymphomaniac?	0.21
What is the official language in the country where Doris Neuner was born?	0.16
"In which city was the American rock band who released the song ""Graduate"" formed?"	0.23
Which of these is in the mustard family, Pachystachys or Matthiola?	0.14
The Most Hated Woman in America included the character who was the founder of what organization?	0.21
Which genus is known for a plant called four o'clock, Mirabilis or Leucojum?	0.16
Which site in Istanbul is more important to the population culturally between Abdi İpekçi Arena and Galatasaray Museum?	0.23
The Boar's Nest is the local restaurant and tavern in an American action-comedy television series that aired for how many seasons?	0.35
Which magazine published more issues each year, Moving Pictures or The Chronicle of Philanthropy?	0.19
Thomas Ferebee was the bombardier aboard a B-29 named for who?	0.12
What is the co-founder of The Alliance for Lupus Research currently serving as?	0.16
Do a Black Russian and Vesper both include vodka?	0.14
In which island the RCC Broadcasting Company broadcasts?	0.07
Did both Joe Orton and Damon Runyon work toward advancement of literacy?	0.14
What date did the CBC show starring Lauren Barwick debut?	0.09
What is another name for a Garryowen, the kick John Peard is famous for?	0.14
During the 1994–95 Dallas Stars season, the all-time goal-scoring and points leader among American-born players, missed how many games?	0.35
What job do David Nixon and Lisa Cholodenko have in common?	0.14
What number largest country in population is the country Ellispet is in?	0.16
The Railroad Museum of Long Island has a satellite location located in a village with what population as of the 2010 census?	0.21
